image,caption_number,caption,id
241347441_d3dd9b129f.jpg,4,The football player dressed in red looks down field .,125
241347441_d3dd9b129f.jpg,1,A football player in a Sooners uniform .,125
241347441_d3dd9b129f.jpg,0,A football player for the Sooners is preparing for the next play during a game .,125
241347441_d3dd9b129f.jpg,2,A football player wearing a Sooners uniform with the number 42 .,125
241347441_d3dd9b129f.jpg,3,A man in a red football uniform prepares to play .,125
3431101934_99a6c55914.jpg,4,Two small girls are jumping on an outdoor trampoline in a backyard .,126
3431101934_99a6c55914.jpg,3,Two little girls on a trampoline and a playhouse is behind them .,126
3431101934_99a6c55914.jpg,2,"Two girls in pink on trampoline , one sitting and one jumping",126
3431101934_99a6c55914.jpg,1,Two girls are jumping on the trampoline in a backyard .,126
3431101934_99a6c55914.jpg,0,"One little girl dressed in pink watches another , also wearing some pink , jump on the trampoline .",126
2689358407_9932f1b20c.jpg,4,Two children run through a sprinkler .,127
2689358407_9932f1b20c.jpg,0,A young boy plays in the water fountain .,127
2689358407_9932f1b20c.jpg,3,Two boys play in a park fountain .,127
2689358407_9932f1b20c.jpg,2,Two boys are playing in a sprinkler .,127
2689358407_9932f1b20c.jpg,1,a young boy running through a water fountain,127
3694064560_467683205b.jpg,3,Two males in period costume are having a conversation .,128
3694064560_467683205b.jpg,2,Two boys talking while wearing unique outfits .,128
3694064560_467683205b.jpg,4,Two people sitting on benches and looking at each other .,128
3694064560_467683205b.jpg,0,a man talks to a boy .,128
3694064560_467683205b.jpg,1,An older man is speaking to a boy while both are sitting .,128
3564007203_df2b8010f1.jpg,3,"A police officer on a horse stands in front of a red brick , multistory building .",129
3564007203_df2b8010f1.jpg,1,A man talks to a mounted policeman .,129
3564007203_df2b8010f1.jpg,0,A man is talking to a mounted policeman outside a stadium .,129
3564007203_df2b8010f1.jpg,4,A police woman riding on a brown horse next to a man in a black jacket .,129
3564007203_df2b8010f1.jpg,2,A policeman on a horse surrounded by on-lookers .,129
3578477508_b7d839da16.jpg,1,A man is rollerblading down a wall beside some steps .,130
3578477508_b7d839da16.jpg,0,A boy wearing skates sliding down concrete railing of steps near a pole .,130
3578477508_b7d839da16.jpg,3,A man on Rollerblades grinding down a concrete handrail .,130
3578477508_b7d839da16.jpg,2,A man is roller-skating down the wall next to some white steps .,130
3578477508_b7d839da16.jpg,4,A young man navigates a sloped wall with inline skates .,130
143552697_af27e9acf5.jpg,1,A man with helmet and backpack standing on dirt bike in a hilly grassy area .,131
143552697_af27e9acf5.jpg,2,A person rides a motorbike through a grassy field .,131
143552697_af27e9acf5.jpg,4,The biker is riding through a grassy plain .,131
143552697_af27e9acf5.jpg,3,Man on motorcycle riding in dry field wearing a helmet and backpack,131
143552697_af27e9acf5.jpg,0,A man riding his bike on a hill .,131
2432709509_2a4d0c833f.jpg,2,A young boy sitting is a field with a drain pipe in the background .,132
2432709509_2a4d0c833f.jpg,3,Baby by sewer drain cries,132
2432709509_2a4d0c833f.jpg,1,A child is sitting on the grass by a concrete storm drain .,132
2432709509_2a4d0c833f.jpg,0,A child is crying in a low cut field with a drainage pipe nearby .,132
2432709509_2a4d0c833f.jpg,4,The young child is sitting on the grass in a park .,132
3655155990_b0e201dd3c.jpg,0,Two dogs playing in the water .,133
3655155990_b0e201dd3c.jpg,1,"Two dogs playing in the water , one is bounding at the other .",133
3655155990_b0e201dd3c.jpg,4,"Two white , long-haired dogs playing in the ocean",133
3655155990_b0e201dd3c.jpg,3,Two white dogs are splashing around in white waves .,133
3655155990_b0e201dd3c.jpg,2,Two furry beige dogs playing in ocean surf .,133
1299459550_1fd5594fa2.jpg,1,A toddler in blue shorts is laying face down on the wet ground .,134
1299459550_1fd5594fa2.jpg,0,A boy in swimming trunks .,134
1299459550_1fd5594fa2.jpg,4,The boy in swim trunks is laying face down on a watery pavement .,134
1299459550_1fd5594fa2.jpg,3,"Boy in shorts , face down in shallow , reflective water .",134
1299459550_1fd5594fa2.jpg,2,A young boy laying face down in water .,134
3627679667_0e3de9fc90.jpg,2,A woman is attempting to ride a small wave .,135
3627679667_0e3de9fc90.jpg,0,A blond girl rides the waves .,135
3627679667_0e3de9fc90.jpg,4,The lady is surfing and riding a wave .,135
3627679667_0e3de9fc90.jpg,3,Person surfboards on a wave .,135
3627679667_0e3de9fc90.jpg,1,A person in a black wetsuit is surfing a small wave on a beige surfboard .,135
2662890367_382eaf83bd.jpg,3,A person lies in a grassy area near a building .,136
2662890367_382eaf83bd.jpg,2,A person lays in the grass .,136
2662890367_382eaf83bd.jpg,4,one man lying of the ground in the grass surrounded by trees .,136
2662890367_382eaf83bd.jpg,0,A man is laying down on grass near trees and a hose .,136
2662890367_382eaf83bd.jpg,1,A man is lying the grass with long hair and beard .,136
2892413015_5ecd9d972a.jpg,0,A little blonde girl going up a hill .,137
2892413015_5ecd9d972a.jpg,1,A little girl in a green shirt and pink shorts is running up a grassy hill near a pavilion .,137
2892413015_5ecd9d972a.jpg,4,The little blond haired child is walking up the slope .,137
2892413015_5ecd9d972a.jpg,2,A young girl is walking up a steep grassy hill .,137
2892413015_5ecd9d972a.jpg,3,The child in the green shirt is running up the hill with a picnic table behind her .,137
2534502836_7a75305655.jpg,0,A medium sized brown and white streaked dog is running through tall grass .,138
2534502836_7a75305655.jpg,3,A small dog runs through a grassy field .,138
2534502836_7a75305655.jpg,4,A white and tan dog runs through the tall green grass .,138
2534502836_7a75305655.jpg,1,A single tan-and-white dog dashes through tall green grass .,138
2534502836_7a75305655.jpg,2,A small brown and white dog running through tall grass .,138
1489286545_8df476fa26.jpg,1,A man and his dog watch the sunset from a bench .,139
1489286545_8df476fa26.jpg,3,a man holds his dog near a pond .,139
1489286545_8df476fa26.jpg,4,A man sits on a bench holding his dog and looking at the water .,139
1489286545_8df476fa26.jpg,2,A man holding a dog sitting on a bench overlooking a lake .,139
1489286545_8df476fa26.jpg,0,A man and a dog sit on a bench near a body of water .,139
2402744031_11f9f2f2b8.jpg,3,Two woman wearing black shoes stand together while a person sits behind them .,140
2402744031_11f9f2f2b8.jpg,2,Three women in headscarfs look at somthing out of frame .,140
2402744031_11f9f2f2b8.jpg,4,Two women in black coats standing in front of a person sitting on a box on the ground .,140
2402744031_11f9f2f2b8.jpg,0,"Hooded women at event , one seated next to a table with large glasses on it .",140
2402744031_11f9f2f2b8.jpg,1,People shopping at an outdoor marketplace .,140
489372715_ce52da796a.jpg,3,a tan dog shaking its body,141
489372715_ce52da796a.jpg,2,An orange dog shakes his head very hard on the sand .,141
489372715_ce52da796a.jpg,0,A brown dog is shaking his head while standing on sand .,141
489372715_ce52da796a.jpg,4,The orange haired dog shook its head while standing on the beach .,141
489372715_ce52da796a.jpg,1,A brown dog with large ears is shaking its self while standing on sand .,141
544301311_5e7d69a517.jpg,4,Two women with white head garb and long dresses sitting in front of a door on steps reading and drinking a beverage .,142
544301311_5e7d69a517.jpg,3,"Two women in traditional European dress sit on a stoop , one drinking , the other reading .",142
544301311_5e7d69a517.jpg,1,Two girls sit by a doorway on the steps .,142
544301311_5e7d69a517.jpg,2,Two women in period dress sitting in a doorway .,142
544301311_5e7d69a517.jpg,0,The women sit outside on the steps reading and drinking .,142
3238654429_d899e34287.jpg,1,A snowboarder flying through the air doing a trick on a snowy mountain .,143
3238654429_d899e34287.jpg,3,A snowboarder jumps high over snow in mountain area .,143
3238654429_d899e34287.jpg,4,Snowboarder in midair performing a stunt on mountaintop .,143
3238654429_d899e34287.jpg,2,A snowboarder jumping off a mountain cliff .,143
3238654429_d899e34287.jpg,0,A person is flying through the air on a snowboard as the wind picks up some snow .,143
406642021_9ec852eccf.jpg,2,A man is climbing over a short but sheer rocky cliff .,144
406642021_9ec852eccf.jpg,0,A climber wearing a red shirt is climbing a rock face on a snowy day .,144
406642021_9ec852eccf.jpg,3,A mean wearing a red shirt clinging to a rock face .,144
406642021_9ec852eccf.jpg,4,A person scales a rock .,144
406642021_9ec852eccf.jpg,1,A man in a red shirt climbing a rock with his bare hands .,144
3484649669_7bfe62080b.jpg,1,A young girl is playing in a fountain of water .,145
3484649669_7bfe62080b.jpg,2,A young girl plays in fountain water .,145
3484649669_7bfe62080b.jpg,0,A girl with a black swimsuit plays in the sprinkler .,145
3484649669_7bfe62080b.jpg,3,Little girl crouches to splash fountain water .,145
3484649669_7bfe62080b.jpg,4,There is a young girl in a bathing suit playing with water shooting out of the ground .,145
2661489896_cc3425777e.jpg,1,A child cavorts on the road .,146
2661489896_cc3425777e.jpg,2,A child in white shorts and a blue shirt is standing in the street .,146
2661489896_cc3425777e.jpg,3,a young boy wearing a hat dancing in the street,146
2661489896_cc3425777e.jpg,4,Small boy is eating a lollipop and dancing in the street .,146
2661489896_cc3425777e.jpg,0,"A boy in shorts stands , arms outstreched , on a roadway .",146
2407091303_931c918490.jpg,0,A child plays at a playground .,147
2407091303_931c918490.jpg,1,"A little boy stands wide-legged , each foot on each side of the tube slide .",147
2407091303_931c918490.jpg,4,Boy on playground equipment,147
2407091303_931c918490.jpg,2,A little boy wearing a red shirt is standing on a slide .,147
2407091303_931c918490.jpg,3,A young boy climbing in a playhouse,147
3382105769_b1a4e4c60d.jpg,0,a brown dog retrieves a stick in a rocky river,148
3382105769_b1a4e4c60d.jpg,4,A soaking wet dog is splashing through the water .,148
3382105769_b1a4e4c60d.jpg,3,A dog with a stick in its mouth runs through the rocks in shallow water .,148
3382105769_b1a4e4c60d.jpg,1,A dog running through a creek .,148
3382105769_b1a4e4c60d.jpg,2,A dog running with something in his mouth in shallow water .,148
3115174046_9e96b9ce47.jpg,4,Skateboarder jumping down a short flight of stairs in a dimly lit warehouse .,149
3115174046_9e96b9ce47.jpg,2,a skateboarder jumps a staircase .,149
3115174046_9e96b9ce47.jpg,3,A skateboarder performing a kickflip over short stairs .,149
3115174046_9e96b9ce47.jpg,1,A skateboarder flies off the stairs .,149
3115174046_9e96b9ce47.jpg,0,A skateboarder casts a shadow jumping down stairs .,149
2882589788_cb0b407a8d.jpg,3,A young girl in a blue and white cheerleading costume holds her right arm up while her other hand is on her hip .,150
2882589788_cb0b407a8d.jpg,0,A girl in a blue uniform raises her arm .,150
2882589788_cb0b407a8d.jpg,1,A young cheerleader is cheering,150
2882589788_cb0b407a8d.jpg,2,A young female cheerleader dressed in a blue uniform is cheering in front of a group of band members .,150
2882589788_cb0b407a8d.jpg,4,Girl in blue and white uniform doing cheers,150
427082246_5bf1c3676f.jpg,1,A man in a yellow sweatshirt and black pants plays with a black poodle .,151
427082246_5bf1c3676f.jpg,0,a man in a yellow shirt training a black poodle,151
427082246_5bf1c3676f.jpg,4,Man in yellow jacket teaching his black dog to do a trick .,151
427082246_5bf1c3676f.jpg,2,A man wearing a yellow shirt is playing with his black poodle .,151
427082246_5bf1c3676f.jpg,3,a man wearing a yellow sweater playing with a black dog in a grassy field,151
492493570_c27237a396.jpg,1,A girl in a pink suit chases a gull on a beach .,152
492493570_c27237a396.jpg,0,A girl chases a bird across the sand at the edge of the ocean .,152
492493570_c27237a396.jpg,2,Girl in pink bathing suit with right arm in air behind a seagull on the beach near the water .,152
492493570_c27237a396.jpg,4,Young girl in red bathing suit feeding a seagull,152
492493570_c27237a396.jpg,3,The little girl plays along the shoreline as the seagull passes by .,152
3359636318_39267812a0.jpg,2,People walking or talking on a city street .,153
3359636318_39267812a0.jpg,0,A group of people are standing in front of some stores .,153
3359636318_39267812a0.jpg,1,People stand on a sidewalk outside of retail stores .,153
3359636318_39267812a0.jpg,4,Two people are talking outside of the video game shop next door to the mobile phone store .,153
3359636318_39267812a0.jpg,3,Several people in front of stores .,153
3030793171_55cd646eed.jpg,3,A dog running in a fenced yard,154
3030793171_55cd646eed.jpg,4,Brown dog running on grass .,154
3030793171_55cd646eed.jpg,1,a brown dog jumping through the grass .,154
3030793171_55cd646eed.jpg,2,A brown dog runs in the grass with a wooden fence behind .,154
3030793171_55cd646eed.jpg,0,A brown dog is running in a yard .,154
2192026581_b782d1355a.jpg,1,A group of children in the ocean .,155
2192026581_b782d1355a.jpg,2,A group of youngsters swim in lake water,155
2192026581_b782d1355a.jpg,3,Many children are playing and swimming in the water .,155
2192026581_b782d1355a.jpg,0,A bunch of people swimming in water .,155
2192026581_b782d1355a.jpg,4,Several people swim in a body of water .,155
2526585002_10987a63f3.jpg,0,A group of men in a yellow boat with their dogs .,156
2526585002_10987a63f3.jpg,1,The men shake hands while another man and dogs look on .,156
2526585002_10987a63f3.jpg,2,The three men and three dogs floated in the yellow boat .,156
2526585002_10987a63f3.jpg,4,two men huddle around a dog .,156
2526585002_10987a63f3.jpg,3,Three men in team uniforms are surrounding a yellow dog in a boat .,156
2474918824_88660c7757.jpg,3,A man in brown is helping a man in red climb a rock .,157
2474918824_88660c7757.jpg,0,A guy tries to climb a stone cliff while his friend helps him .,157
2474918824_88660c7757.jpg,1,A man in a red shirt climbs a rock while another man stands behind to help him .,157
2474918824_88660c7757.jpg,2,A man in a red shirt is learning how to climb a cliff .,157
2474918824_88660c7757.jpg,4,A man wearing a brown sweatshirt helps a man in red climb a rock .,157
3529314899_b4e533bb76.jpg,4,Two opposing hockey players make a play for the puck with opposing fans and team members watching .,158
3529314899_b4e533bb76.jpg,2,A red-uniformed hockey player is attempting to control the puck while two white-suited hockey players try to disrupt him .,158
3529314899_b4e533bb76.jpg,0,A hockey player in white tries to steal the puck from another player in red .,158
3529314899_b4e533bb76.jpg,1,A hockey player wearing a red uniform reaches for the puck as others follow .,158
3529314899_b4e533bb76.jpg,3,People playing hockey on ice .,158
3225296260_2ee72b4917.jpg,4,Two racers driving an orange car,159
3225296260_2ee72b4917.jpg,0,Two people in an orange race car .,159
3225296260_2ee72b4917.jpg,2,Two people ride in a orange race car .,159
3225296260_2ee72b4917.jpg,3,Two people wearing helmets are sitting in a race car .,159
3225296260_2ee72b4917.jpg,1,Two people in helmets sitting in an orange car .,159
3188319076_71724fcc07.jpg,1,A boxer leaps in the snow .,160
3188319076_71724fcc07.jpg,4,Large dog out in the snow .,160
3188319076_71724fcc07.jpg,0,A black and white dog jumps up and down in the snow .,160
3188319076_71724fcc07.jpg,3,A dog above snow .,160
3188319076_71724fcc07.jpg,2,A brown and white dog wearing a red collar is standing in the snow .,160
2521938802_853224f378.jpg,1,A man playing cricket,161
2521938802_853224f378.jpg,3,A man wearing white clothes playing cricket .,161
2521938802_853224f378.jpg,4,The baseball player holds up his bat ready to swing .,161
2521938802_853224f378.jpg,0,A cricket batsman swinging,161
2521938802_853224f378.jpg,2,A man wearing a baseball uniform swings back with a large bat .,161
3532412342_e0a004b404.jpg,1,A little boy is in a tire,162
3532412342_e0a004b404.jpg,4,The child is sitting in a large truck tire .,162
3532412342_e0a004b404.jpg,0,A child rolls around in a large tire .,162
3532412342_e0a004b404.jpg,3,Child crouches in tire .,162
3532412342_e0a004b404.jpg,2,"Boy crouched and gesturing with hands , inside of a tire .",162
3262760716_1e9734f5ba.jpg,1,A man holding a baby who is holding black glasses .,163
3262760716_1e9734f5ba.jpg,4,Baby with his dads glasses in his mouth .,163
3262760716_1e9734f5ba.jpg,3,A man holds a baby who is holding eye glasses .,163
3262760716_1e9734f5ba.jpg,2,"A man holds a baby , which is chewing on eyeglasses .",163
3262760716_1e9734f5ba.jpg,0,A baby holding glasses looks at the camera while a man hugs him .,163
2953861572_d654d9b6f2.jpg,0,a black dog with a blue tag running on a beach,164
2953861572_d654d9b6f2.jpg,3,Black dog running across sand .,164
2953861572_d654d9b6f2.jpg,4,The brown dog is running across the sand .,164
2953861572_d654d9b6f2.jpg,2,A brown dog runs in the sand .,164
2953861572_d654d9b6f2.jpg,1,A brown dog runs down the sandy beach .,164
458183774_afe65abf67.jpg,4,Large dog rolling on its back in green grass .,165
458183774_afe65abf67.jpg,3,Big yellow dog rolling around on the green lawn .,165
458183774_afe65abf67.jpg,2,"A large , tan dog is rolling in green grass .",165
458183774_afe65abf67.jpg,1,A large tan dog is rolling around on its back in a yard of grass .,165
458183774_afe65abf67.jpg,0,A dog rolls on his back in the grass .,165
3260975858_75d0612a69.jpg,1,A man in an orange snowsuit is on a dogsled in the snow .,166
3260975858_75d0612a69.jpg,2,A man is in a dog sled race with snow on the ground .,166
3260975858_75d0612a69.jpg,0,A dog sledding team pulling a man wearing a bright orange jacket in the snow .,166
3260975858_75d0612a69.jpg,4,Dogs lead a sled with a man in an orange parka through the snow .,166
3260975858_75d0612a69.jpg,3,A pack of sled dogs pulling a sled through a town .,166
2888658480_e922a3dec2.jpg,4,Two swimmers are jumping off the tall rock into the water .,167
2888658480_e922a3dec2.jpg,3,Two people jump off the rocks and into the greenish water below .,167
2888658480_e922a3dec2.jpg,2,Two boys jump from rocks into a green mountain pool .,167
2888658480_e922a3dec2.jpg,1,Swimmers jump from rocks above blue-green water .,167
2888658480_e922a3dec2.jpg,0,A man jumps off a rock into the water,167
2797511323_bf20acab45.jpg,0,A pale tan dog with a ball in its mouth waking in grass .,168
2797511323_bf20acab45.jpg,1,A white dog carries a white ball in its mouth .,168
2797511323_bf20acab45.jpg,4,The white dog has a ball in its mouth .,168
2797511323_bf20acab45.jpg,2,A white dog is carrying a ball across the grass nearby a fence .,168
2797511323_bf20acab45.jpg,3,The dog is holding a ball in his mouth .,168
241347300_7c84ecf764.jpg,0,A football player being tackled from behind by another player from a different team in front of a crowd .,169
241347300_7c84ecf764.jpg,2,A football player in red being tackled by opponents in white .,169
241347300_7c84ecf764.jpg,1,"A football player in a Sooners jersey , runs down a field with a large crowd in the background .",169
241347300_7c84ecf764.jpg,4,A football tackle in progress with a crowd in the background .,169
241347300_7c84ecf764.jpg,3,"A football player wearing a number 23 white jersey tackles a football player wearing a red , number three jersey while fans cheer .",169
217583047_5e93e1e119.jpg,2,A man is riding in a boat on the water .,170
217583047_5e93e1e119.jpg,1,A man in his boat on the lake,170
217583047_5e93e1e119.jpg,0,A man in a white boat is rowing through fog .,170
217583047_5e93e1e119.jpg,3,A man sits in a rowboat alone on foggy water .,170
217583047_5e93e1e119.jpg,4,Man in a small white boat on a lake .,170
3134644844_493eec6cdc.jpg,1,A man is playing the guitar for a child in a hospital bed,171
3134644844_493eec6cdc.jpg,3,A man plays guitar for a girl in the hospital .,171
3134644844_493eec6cdc.jpg,4,A man with a guitar playing to an ill little girl in a hospital bed .,171
3134644844_493eec6cdc.jpg,2,A man plays a guitar for a sick child in a hospital,171
3134644844_493eec6cdc.jpg,0,A man is playing a guitar for a little girl in a hospital .,171
3105929913_94a6882e25.jpg,2,Four people with shaved heads and white robes praying .,172
3105929913_94a6882e25.jpg,4,Two bald men and two bald women dressed in all white standing in a prayer pose .,172
3105929913_94a6882e25.jpg,3,Religious people wearing white with bald heads hold their hands in a praying position .,172
3105929913_94a6882e25.jpg,0,Four bald people are praying or meditating .,172
3105929913_94a6882e25.jpg,1,Four people with shaved heads and white robes pose their hands in prayer .,172
181415975_2627aa6668.jpg,1,a blond man jumping through the air over the ocean,173
181415975_2627aa6668.jpg,3,A man gets air time on his wakeboard .,173
181415975_2627aa6668.jpg,4,Man airborne on wakeboard with elevation in the background and blue water .,173
181415975_2627aa6668.jpg,0,A blonde man is wakeboarding and is jumping into the air .,173
181415975_2627aa6668.jpg,2,A blond man on a single waterski .,173
3544793763_b38546a5e8.jpg,3,Two boxers fight in a well-lit ring surrounded by poorly-lit seating .,174
3544793763_b38546a5e8.jpg,4,Two men battle it out in a boxing match with white gloves .,174
3544793763_b38546a5e8.jpg,2,A man wearing black boxing shorts and white boxing gloves and a man in white boxing shorts and white boxing gloves are fighting in the ring .,174
3544793763_b38546a5e8.jpg,1,a man in black shorts is boxing against and man in white shorts .,174
3544793763_b38546a5e8.jpg,0,A boxer in black trunks taking a swing at a boxer in white trunks .,174
1396064003_3fd949c9dd.jpg,1,an upside down man doing a flip on a waterski board,175
1396064003_3fd949c9dd.jpg,0,A man hangs upside in the air over the water .,175
1396064003_3fd949c9dd.jpg,2,A person did a side flip while water boarding .,175
1396064003_3fd949c9dd.jpg,3,A person upside down on a water board .,175
1396064003_3fd949c9dd.jpg,4,A wakeboarder performs a flip while being towed at high speed .,175
373394550_1b2296b8c4.jpg,0,A child in a black cap sleeping across two chairs .,176
373394550_1b2296b8c4.jpg,2,A small child sucks his thumb while sleeping with a pink blanket on a multi-colored seat .,176
373394550_1b2296b8c4.jpg,3,A young boy wearing a dark blue hat sleeps on a bench at a terminal .,176
373394550_1b2296b8c4.jpg,1,A small boy in a hat asleep on a padded bench .,176
373394550_1b2296b8c4.jpg,4,Small boy sleeping on seats and sucking his thumb .,176
2065309381_705b774f51.jpg,3,Snowboarder going down a fresh hill .,177
2065309381_705b774f51.jpg,4,The sun is shining above the snow and trees .,177
2065309381_705b774f51.jpg,2,A snowboarder coasting down the side of a snowy hill .,177
2065309381_705b774f51.jpg,0,A man snowboarding down a mountain covered with snow .,177
2065309381_705b774f51.jpg,1,A skier rapidly descending a steep snow covered hill .,177
2219959872_988e6d498e.jpg,0,A man and two kids standing in front of an ancient building .,178
2219959872_988e6d498e.jpg,4,A man wearing a sleeveless shirt and sunglasses standing next to two children .,178
2219959872_988e6d498e.jpg,1,A man in a red muscle shirt poses for a picture beside a stone building whilst other people pass by .,178
2219959872_988e6d498e.jpg,2,A man in a red shirt is standing with two fitls in front of an old structure .,178
2219959872_988e6d498e.jpg,3,A man poses outside a tourist location .,178
3338590946_f25b76cbc7.jpg,0,A person is being pulled by watercraft across the gleaming water .,179
3338590946_f25b76cbc7.jpg,1,A person wakeboarding in the water .,179
3338590946_f25b76cbc7.jpg,2,A wakeboarder .,179
3338590946_f25b76cbc7.jpg,3,The man riding a board on calm waters is silhouetted by the sunlight .,179
3338590946_f25b76cbc7.jpg,4,There is a man surfing at night .,179
2247192427_5e106f24a9.jpg,1,four young boys play basketball .,180
2247192427_5e106f24a9.jpg,3,Three small boys play basketball indoors .,180
2247192427_5e106f24a9.jpg,2,Several children are playing a basketball game on a basketball court .,180
2247192427_5e106f24a9.jpg,4,Three small boys playing basketball .,180
2247192427_5e106f24a9.jpg,0,Children play basketball on a court .,180
3604928725_58147c87cd.jpg,4,Two people swimming on a floating while a black dog follows .,181
3604928725_58147c87cd.jpg,0,A child floating on a blue raft while a woman holds on to him while a black dog swims nearby .,181
3604928725_58147c87cd.jpg,2,Two people and a dog play in the water using a blue inflatable toy .,181
3604928725_58147c87cd.jpg,3,Two people swimming in water with a black dog trailing behind them .,181
3604928725_58147c87cd.jpg,1,Black dog swims behind two people on an inflatable blue raft .,181
3426144752_28d63615ca.jpg,4,The blond haired and blue eyed child holds the wooden airplane in his hands .,182
3426144752_28d63615ca.jpg,1,A young blonde boy holding a toy airplane .,182
3426144752_28d63615ca.jpg,0,a little girl plays with a plane .,182
3426144752_28d63615ca.jpg,3,The blonde haired child is holding the small plane .,182
3426144752_28d63615ca.jpg,2,A young blonde child holding an airplane .,182
2938316391_97382d14aa.jpg,4,A woman with a hooded sweatshirt and bikini bottoms holding a camera at beach side .,183
2938316391_97382d14aa.jpg,3,A woman takes pictures at the beach .,183
2938316391_97382d14aa.jpg,0,A girl in a hoodie and bikini bottom is standing on the beach with a camera .,183
2938316391_97382d14aa.jpg,2,A woman stands on a beach with a camera,183
2938316391_97382d14aa.jpg,1,A woman in a striped hoodie holds a camera on a beach,183
3282925526_535ff9f2b2.jpg,3,A man wearing a maroon shirt tied around his face is laying on the cement,184
3282925526_535ff9f2b2.jpg,2,A man on the pavement shielding his eyes with his t-shirt .,184
3282925526_535ff9f2b2.jpg,1,A man napping on the ground with a shirt over his eyes with a person standing beside him .,184
3282925526_535ff9f2b2.jpg,4,A man with a dark red shirt covering his face rests on the pavement near a person 's feet .,184
3282925526_535ff9f2b2.jpg,0,A man lying down with a maroon cloth over his eyes and someone standing over him wearing flip flops .,184
1472653060_7427d2865a.jpg,1,A man is cutting up food to put in bowls of food at a food court .,185
1472653060_7427d2865a.jpg,4,A young man preparing food with diners in the background,185
1472653060_7427d2865a.jpg,3,A young man in a black and red t-shirt preparing food on a yellow cutting board .,185
1472653060_7427d2865a.jpg,0,A man cutting up some food on a yellow board .,185
1472653060_7427d2865a.jpg,2,"Asian man is preparing breaded shimp with diners visible at a counter behind him , at a food court in a shopping mall .",185
2861413434_f0e2a10179.jpg,3,A young boy in a blue jacket swings a bat at a ball .,186
2861413434_f0e2a10179.jpg,1,A little boy in a blue coat hits a ball with a stick .,186
2861413434_f0e2a10179.jpg,4,The boy in the blue jacket and grey cap is playing with a ball .,186
2861413434_f0e2a10179.jpg,0,A boy wearing a blue jacket swings a bat at a white ball .,186
2861413434_f0e2a10179.jpg,2,A little boy in a blue jacket hits a baseball .,186
2855727603_e917ded363.jpg,1,a brown dog walking in a river with trees in the background,187
2855727603_e917ded363.jpg,4,The large brown dog is walking into a shallow lake .,187
2855727603_e917ded363.jpg,3,A large sleek brown dog is standing in the water .,187
2855727603_e917ded363.jpg,0,a black dog splashes in the water .,187
2855727603_e917ded363.jpg,2,A large brown dog plays in the water .,187
3282121432_648dac8a29.jpg,4,A man is climbing a rock wall .,188
3282121432_648dac8a29.jpg,3,A man in pants scaling the side of a cliff .,188
3282121432_648dac8a29.jpg,1,A man attached to a harness is climbing a rock wall .,188
3282121432_648dac8a29.jpg,0,A male freestyle rock-climber perches half-way up a pitted stone face .,188
3282121432_648dac8a29.jpg,2,A man climbing a rock with a rope hanging down and safety clips on his waist belt .,188
3048597471_5697538daf.jpg,0,A brown dog is swimming through water with an orange ball in its mouth .,189
3048597471_5697538daf.jpg,4,"Brown dog in water , with orange and blue ball in mouth .",189
3048597471_5697538daf.jpg,3,"A wet , brownish-red dog with an orange ball in his mouth is swimming in some water .",189
3048597471_5697538daf.jpg,1,A dark brow dog holds an orange ball in his mouth while walking through water .,189
3048597471_5697538daf.jpg,2,A dog wading in the water with a ball in his mouth,189
3173157541_70b16b4318.jpg,3,An Arabic man in a white hat .,190
3173157541_70b16b4318.jpg,4,The man with the white head piece looks left down the street .,190
3173157541_70b16b4318.jpg,1,"A man with a white hat and brown shirt , behind a woman in red , looks to the left .",190
3173157541_70b16b4318.jpg,0,A man in a white hat is standing behind a woman with a red shawl over her head .,190
3173157541_70b16b4318.jpg,2,A man with a white hat and plaid shirt behind a woman with a red headdress .,190
2486364531_b482d7f521.jpg,0,A little boy wearing an orange shirt and white shorts jumps barefoot on a plastic jumper on top of the green grass .,191
2486364531_b482d7f521.jpg,1,A young boy in a red shirt plays on a mini-trampoline in a grassy field,191
2486364531_b482d7f521.jpg,2,Boy wearing a red shirt standing on a plastic object and holding a yellow toy shovel .,191
2486364531_b482d7f521.jpg,4,Young boy bouncing off a trampoline .,191
2486364531_b482d7f521.jpg,3,"Boy with yellow toy in hand , jumps on a toy on green grass .",191
836768303_d748df5546.jpg,3,Two children in an enclosed dog bed with the dog .,192
836768303_d748df5546.jpg,1,Two children and a brown dog in a brown tube .,192
836768303_d748df5546.jpg,0,A small blonde boy and another small child are inside a cushion doghouse with a brown dog .,192
836768303_d748df5546.jpg,4,Two youn boys lay in a dog house with their dog .,192
836768303_d748df5546.jpg,2,Two children and a dog are in a bedroll .,192
3214579977_fa9fb006a6.jpg,0,A black dog jumps in the snow .,193
3214579977_fa9fb006a6.jpg,3,One black dog is jumping off the snow filled ground .,193
3214579977_fa9fb006a6.jpg,2,Black dog in snow leaps for red object at upper edge of frame .,193
3214579977_fa9fb006a6.jpg,4,The black dog jumps out of the snow to catch an object .,193
3214579977_fa9fb006a6.jpg,1,A black dog jumps to catch a Frisbee in the snow .,193
373219198_149af371d9.jpg,0,A dog standing in a rocky area .,194
373219198_149af371d9.jpg,4,The light brown dog is in an uncrowded parking lot,194
373219198_149af371d9.jpg,1,A small brown dog stands on a driveway near wooden poles with his tongue sticking out .,194
373219198_149af371d9.jpg,3,The golden dog is standing by logs in a parking lot .,194
